100.0	73
1005.0	1
105.0	1
119.0	1
123.0	1
12310051.0	1
128.0	1
13.0	722005
13005.0	1
130051.0	1
132.0	1
141.0	1
14505332.0	1
146.0	1
14680016.0	1
14680043.0	1
150.0	5
1500.0	1
155.0	1
164.0	3
169.0	3
1700502.0	1
173.0	8
178.0	9
18.0	966701
1800505.0	1
180052.0	1
182.0	5
187.0	3
191.0	5
196.0	4
2.0	55824234
204.0	1
209.0	4
213.0	1
218.0	3
22.0	177813
222.0	1
227.0	1
231.0	1
240.0	3
245.0	2
25000.0	1
250000.0	1
268.0	1
27.0	14428
2801.0	2
281.0	1
303.0	1
31.0	5080
31800.0	1
3180001.0	1
3284000.0	1
3300.0	1
36.0	2782
36675.0	1
367.0	1
376.0	1
40.0	1387
4000011.0	1
402.0	1
419500.0	1
439.0	1
45.0	652
500000.0	2
5000511.0	1
501.0	5
5033318.0	1
50433.0	1
5063318.0	1
507332.0	2
5093318.0	1
5133318.0	2
51428.0	1
514332.0	2
515.0	1
54.0	282
565.0	1
59.0	219
600.0	1
6005.0	2
63.0	134
6674681.0	1
68.0	97
7.0	3347901
70051.0	1
72.0	86
7436805.0	1
7473.0	1
77.0	58
790.0	1
8000005.0	1
800004.0	1
8006301.0	1
808.0	2
81.0	96
8504332.0	1
853.0	1
86.0	52
90.0	48
9005023.0	1
90052.0	1
95.0	31
950000.0	1
1000512.0	1
100052.0	1
1001.0	1
101.0	5
106.0	3
110.0	2
110051.0	1
115.0	1
11800000.0	2
11800005.0	1
12000002.0	1
1231800.0	1
124.0	3
12746800.0	1
129.0	1
13005043.0	1
1321.0	1
133.0	1
1331800.0	2
1332840.0	1
138.0	2
14.0	450620
142.0	4
14686.0	1
147.0	1
1484.0	1
151.0	1
156.0	2
160.0	5
1600.0	1
1600000.0	1
165.0	2
1650.0	1
174.0	5
179.0	6
183.0	1
188.0	5
19.0	706740
192.0	4
200.0	5
205.0	1
214.0	2
2140.0	1
219.0	1
223.0	3
23.0	79431
237.0	1
246.0	1
250.0	1
255.0	1
273.0	1
28.0	12498
3.0	28710809
3009.0	1
3108.0	1
318.0	7
3180.0	1
318117.0	1
32.0	4402
331.0	1
336.0	1
37.0	2468
41.0	1143
4200180.0	1
4206.0	1
43004.0	1
4500000.0	1
46.0	563
50.0	461
500501.0	1
502.0	1
