195405	223
202310	216
226553	215
236748	214
245723	359
307260	213
321895	360
326471	185
331610	332
332266	245
336266	147
353054	186
355218	187
358766	188
369596	358
373808	333
381837	361
384470	244
384516	146
384614	21
385241	357
390925	230
391307	362
392006	40
393001	2
394409	238
397350	231
398089	335
399261	224
400758	237
403373	356
403416	287
403667	6
405705	364
406380	217
407104	49
407235	363
407363	7
409210	210
411837	266
412630	1
413838	189
414532	202
415239	209
417822	315
417927	181
421987	167
422359	246
422480	182
422802	239
424431	273
425004	322
426030	280
427094	336
428997	91
430354	288
432200	301
432545	232
432643	39
433028	334
434550	243
435121	267
435265	184
435562	294
435797	195
436668	174
437140	220
437610	175
437845	168
438088	229
438122	330
438928	84
440457	203
440520	98
441053	160
441233	3
441778	8
442300	183
442541	13
443449	196
443487	211
443650	14
444727	240
444748	259
445037	222
445789	148
445802	329
447133	331
447157	90
448250	218
448323	308
448491	236
449766	228
449946	225
450789	28
451162	252
451483	70
451758	153
451955	56
452108	343
452769	274
452843	154
453460	145
453983	247
454080	233
454088	350
455453	241
456383	50
456824	242
457093	35
457166	265
457471	9
457622	112
457691	279
457843	226
457849	208
457888	272
458062	77
458267	349
458674	190
458947	42
459114	119
459393	20
459413	212
459612	41
459784	281
460124	133
460401	85
461076	105
461165	97
461167	161
461193	132
461769	268
462607	251
462766	286
462795	258
463782	337
463945	302
464484	235
464838	321
465257	204
465632	219
466591	63
466778	140
466786	295
466846	197
467390	248
467426	169
467510	309
467587	365
467900	118
468001	83
468093	260
468128	126
468337	69
468421	300
468743	194
470671	176
470833	27
471247	234
471838	338
472623	34
473151	314
473544	227
473608	162
473804	5
473864	293
473987	316
474408	173
474780	191
474783	55
475182	275
475478	323
476404	205
477028	78
477161	99
477247	155
477305	289
477380	29
478437	4
478456	344
478717	355
479913	149
480499	120
481130	106
481726	351
481728	303
482378	30
482637	36
482847	307
483207	310
483324	111
483385	253
483652	207
484596	261
484883	282
484958	269
485363	345
485706	104
485994	201
486639	163
486853	86
487692	177
487949	10
487993	206
488180	342
488390	352
488396	125
489301	221
489417	304
489509	159
489710	139
489915	170
490347	134
490613	180
490805	127
492055	143
492095	317
493125	144
493312	62
493407	324
493734	76
493779	79
493815	64
494922	71
495023	192
495387	296
495549	92
495600	166
496005	22
496031	353
496511	198
496612	57
496654	121
496807	276
496899	15
497525	156
497944	325
498122	328
498220	339
498802	113
499524	141
499545	171
500065	16
500551	114
501093	254
501840	107
502250	270
502907	142
503211	100
503526	255
503963	43
504010	262
504537	89
504877	178
505003	80
505615	172
506209	48
506341	290
506377	318
506443	37
506807	179
507426	193
507429	12
507456	283
507534	346
507938	165
508154	311
508359	135
508640	249
509033	58
509311	128
510309	150
510530	19
511269	250
512225	87
512507	51
512533	17
513766	199
513864	93
513937	297
514297	319
514843	72
515390	157
515946	200
516171	284
516303	348
518170	257
518309	65
518574	115
519004	88
519795	164
520424	354
520520	23
520937	277
521398	11
523123	263
523150	122
523280	256
524068	285
524250	44
524547	326
524890	59
525206	101
525606	151
526055	108
526082	271
526590	291
526752	129
527476	45
528160	136
528447	312
530748	340
530999	298
531161	31
532092	158
532590	94
533039	24
533177	96
533686	152
533823	137
535105	38
535226	264
535926	138
536130	299
537129	46
537188	25
538079	52
538311	130
538316	66
538317	117
538444	278
538546	320
539015	116
540132	131
542291	47
543606	347
543734	18
544060	109
545002	313
545587	67
548247	81
549186	292
550253	306
550959	123
552655	341
552660	73
553332	82
553845	327
554436	95
554561	124
555218	103
555745	305
557203	26
558738	53
559360	74
562200	68
564492	60
564860	102
567076	32
569777	33
570929	110
574056	75
584654	61
584812	54
